Accuracy01;ActiveHand;AfterEffectCm;AttemptIndex;BlockType;ChoiceSide;CurrentMoleToHitId;CurrentMoleToHitIndexX;CurrentMoleToHitIndexY;CurrentMoleToHitPositionLocalX;CurrentMoleToHitPositionLocalY;CurrentMoleToHitPositionLocalZ;CurrentMoleToHitPositionWorldX;CurrentMoleToHitPositionWorldY;CurrentMoleToHitPositionWorldZ;DeltaAccuracyPct;EffectMode;Email;ErrorCm;Event;EventType;Framecount;GameId;GapMeters;HeadCameraPosWorldX;HeadCameraPosWorldY;HeadCameraPosWorldZ;HeadCameraRotEulerX;HeadCameraRotEulerY;HeadCameraRotEulerZ;HitDistanceMeters;HitPositionWorldX;HitPositionWorldY;HitPositionWorldZ;HitWorldX;HitWorldY;HitWorldZ;IsCorrect;IsHit;LeftControllerLaserPosWorldX;LeftControllerLaserPosWorldY;LeftControllerLaserPosWorldZ;LeftControllerLaserRotEulerX;LeftControllerLaserRotEulerY;LeftControllerLaserRotEulerZ;LeftControllerPosWorldX;LeftControllerPosWorldY;LeftControllerPosWorldZ;LeftControllerRotEulerX;LeftControllerRotEulerY;LeftControllerRotEulerZ;LeftControllerTrigger;LeftLengthMeters;LineLengthMeters;LineZMeters;LongerSide;MeanCm;MoleId;MoleIndexX;MoleIndexY;MolePositionLocalX;MolePositionLocalY;MolePositionLocalZ;MolePositionWorldX;MolePositionWorldY;MolePositionWorldZ;RightControllerLaserPosWorldX;RightControllerLaserPosWorldY;RightControllerLaserPosWorldZ;RightControllerLaserRotEulerX;RightControllerLaserRotEulerY;RightControllerLaserRotEulerZ;RightControllerPosWorldX;RightControllerPosWorldY;RightControllerPosWorldZ;RightControllerRotEulerX;RightControllerRotEulerY;RightControllerRotEulerZ;RightControllerTrigger;RightLengthMeters;SdCm;SessionID;SignedOffsetCm;SourceTaskMode;SuccessCount;TargetIndex;TargetWorldX;TargetWorldY;TargetWorldZ;TaskMode;TimeSinceLastEvent;Timestamp;TrackingMode;TrialIndex;TrialsPerBlock;XRBackend
NULL;Right;NULL;NULL;Baseline;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;None;anonymous;NULL;Game Started;GameEvent;1;8cbc3833-40dc-4c39-b91c-29081325b0ee;NULL;0.0000;0.3614;0.0000;0.0000;0.0000;0.0000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.0000;0.3614;0.0075;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.0000;0.3614;0.0075;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0;NULL;NULL;836457c8-86a1-4cf3-8cdb-964a4c77b536;NULL;NULL;NULL;NULL;NULL;NULL;NULL;OpenLoop;0.0000;2026-03-20 12:55:38.5607;Controllers;NULL;NULL;OpenXR
NULL;Right;NULL;NULL;Baseline;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;None;anonymous;NULL;Block Started;BlockEvent;1;8cbc3833-40dc-4c39-b91c-29081325b0ee;NULL;0.0000;0.3614;0.0000;0.0000;0.0000;0.0000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.0000;0.3614;0.0075;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.0000;0.3614;0.0075;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0;NULL;NULL;836457c8-86a1-4cf3-8cdb-964a4c77b536;NULL;NULL;NULL;NULL;NULL;NULL;NULL;OpenLoop;0.0000;2026-03-20 12:55:38.5629;Controllers;NULL;NULL;OpenXR
NULL;Right;NULL;NULL;Baseline;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;None;anonymous;NULL;Trial Accepted;TaskEvent;176;8cbc3833-40dc-4c39-b91c-29081325b0ee;NULL;-0.0148;-0.0041;-0.0426;354.4096;357.3046;2.1529;NULL;NULL;NULL;NULL;-0.0680;0.0000;2.0000;NULL;NULL;-0.0347;-1.1099;-0.0285;0.0000;342.6326;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.0113;-0.0644;0.5629;353.8799;356.8419;0.4976;0.0089;-0.0605;0.5553;353.6852;357.7866;0.8775;1;NULL;NULL;836457c8-86a1-4cf3-8cdb-964a4c77b536;-6.8017;NULL;NULL;NULL;NULL;NULL;NULL;OpenLoop;2.4547;2026-03-20 12:55:44.6126;Controllers;1;30;OpenXR
NULL;Right;NULL;NULL;Baseline;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;None;anonymous;NULL;Trial Accepted;TaskEvent;192;8cbc3833-40dc-4c39-b91c-29081325b0ee;NULL;-0.0130;-0.0044;-0.0423;354.4131;357.9063;1.8638;NULL;NULL;NULL;NULL;-0.0550;0.0000;2.0000;NULL;NULL;-0.0347;-1.1099;-0.0285;0.0000;342.6326;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.0109;-0.0642;0.5630;354.4781;357.3750;0.9976;0.0103;-0.0653;0.5557;354.4138;357.4917;0.7896;1;NULL;NULL;836457c8-86a1-4cf3-8cdb-964a4c77b536;-5.4978;NULL;NULL;NULL;NULL;NULL;NULL;OpenLoop;0.2250;2026-03-20 12:55:44.8318;Controllers;2;30;OpenXR
NULL;Right;NULL;NULL;Baseline;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;None;anonymous;NULL;Trial Accepted;TaskEvent;206;8cbc3833-40dc-4c39-b91c-29081325b0ee;NULL;-0.0113;-0.0027;-0.0400;353.6994;357.9195;1.4028;NULL;NULL;NULL;NULL;-0.0588;0.0000;2.0000;NULL;NULL;-0.0347;-1.1099;-0.0285;0.0000;342.6326;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.0104;-0.0640;0.5634;354.5163;357.2407;1.3020;0.0086;-0.0630;0.5583;354.3302;357.1540;1.8147;1;NULL;NULL;836457c8-86a1-4cf3-8cdb-964a4c77b536;-5.8834;NULL;NULL;NULL;NULL;NULL;NULL;OpenLoop;0.2010;2026-03-20 12:55:45.0347;Controllers;3;30;OpenXR
NULL;Right;NULL;NULL;Baseline;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;None;anonymous;NULL;Trial Accepted;TaskEvent;220;8cbc3833-40dc-4c39-b91c-29081325b0ee;NULL;-0.0108;-0.0028;-0.0379;353.8749;357.8342;1.2958;NULL;NULL;NULL;NULL;-0.0661;0.0000;2.0000;NULL;NULL;-0.0347;-1.1099;-0.0285;0.0000;342.6326;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.0097;-0.0641;0.5644;354.8003;356.9782;1.0924;0.0080;-0.0656;0.5597;354.2801;357.0980;0.8643;1;NULL;NULL;836457c8-86a1-4cf3-8cdb-964a4c77b536;-6.6093;NULL;NULL;NULL;NULL;NULL;NULL;OpenLoop;0.1915;2026-03-20 12:55:45.2262;Controllers;4;30;OpenXR
NULL;Right;NULL;NULL;Baseline;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;None;anonymous;NULL;Trial Accepted;TaskEvent;342;8cbc3833-40dc-4c39-b91c-29081325b0ee;NULL;-0.0341;-0.0017;-0.0462;354.7573;346.3538;1.7386;NULL;NULL;NULL;NULL;-0.0847;0.0000;2.0000;NULL;NULL;-0.0585;-1.1068;-0.0421;0.0000;327.3535;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;-0.0217;-0.0547;0.5811;355.7780;357.4560;358.8216;-0.0085;-0.0558;0.5732;356.1259;358.3217;359.2290;1;NULL;NULL;836457c8-86a1-4cf3-8cdb-964a4c77b536;-8.4716;NULL;NULL;NULL;NULL;NULL;NULL;OpenLoop;1.9341;2026-03-20 12:55:47.2755;Controllers;5;30;OpenXR
NULL;Right;NULL;NULL;Baseline;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;None;anonymous;NULL;Trial Accepted;TaskEvent;359;8cbc3833-40dc-4c39-b91c-29081325b0ee;NULL;-0.0337;-0.0005;-0.0477;353.9425;346.0950;1.6675;NULL;NULL;NULL;NULL;-0.0409;0.0000;2.0000;NULL;NULL;-0.0585;-1.1068;-0.0421;0.0000;327.3535;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;-0.0110;-0.0575;0.5825;356.7279;358.7913;359.6261;-0.0043;-0.0600;0.5760;356.6096;358.8816;0.4851;1;NULL;NULL;836457c8-86a1-4cf3-8cdb-964a4c77b536;-4.0873;NULL;NULL;NULL;NULL;NULL;NULL;OpenLoop;0.2415;2026-03-20 12:55:47.5163;Controllers;6;30;OpenXR
NULL;Right;NULL;NULL;Baseline;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;None;anonymous;NULL;Trial Accepted;TaskEvent;373;8cbc3833-40dc-4c39-b91c-29081325b0ee;NULL;-0.0329;-0.0004;-0.0465;353.9206;346.3924;1.4930;NULL;NULL;NULL;NULL;-0.0343;0.0000;2.0000;NULL;NULL;-0.0585;-1.1068;-0.0421;0.0000;327.3535;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;-0.0077;-0.0592;0.5836;356.9968;358.9222;359.9481;-0.0046;-0.0638;0.5770;356.7638;358.8416;0.5321;1;NULL;NULL;836457c8-86a1-4cf3-8cdb-964a4c77b536;-3.4330;NULL;NULL;NULL;NULL;NULL;NULL;OpenLoop;0.2112;2026-03-20 12:55:47.7276;Controllers;7;30;OpenXR
NULL;Right;NULL;NULL;Baseline;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;None;anonymous;NULL;Trial Accepted;TaskEvent;696;8cbc3833-40dc-4c39-b91c-29081325b0ee;NULL;-0.0271;-0.0013;-0.0326;355.8480;356.4290;1.0141;NULL;NULL;NULL;NULL;-0.0677;0.0000;2.0000;NULL;NULL;-0.0531;-1.1051;-0.0312;0.0000;337.9799;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.0040;-0.0684;0.5718;355.8862;357.1253;2.4776;-0.0101;-0.0702;0.5635;355.6707;357.6019;3.4986;1;NULL;NULL;836457c8-86a1-4cf3-8cdb-964a4c77b536;-6.7683;NULL;NULL;NULL;NULL;NULL;NULL;OpenLoop;4.7143;2026-03-20 12:55:52.4421;Controllers;8;30;OpenXR
NULL;Right;NULL;NULL;Baseline;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;None;anonymous;NULL;Trial Accepted;TaskEvent;710;8cbc3833-40dc-4c39-b91c-29081325b0ee;NULL;-0.0301;-0.0005;-0.0330;355.5410;355.8567;1.4318;NULL;NULL;NULL;NULL;-0.0559;0.0000;2.0000;NULL;NULL;-0.0531;-1.1051;-0.0312;0.0000;337.9799;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;-0.0034;-0.0705;0.5726;356.3504;357.8942;3.0900;-0.0062;-0.0727;0.5665;356.6322;358.5161;3.6960;1;NULL;NULL;836457c8-86a1-4cf3-8cdb-964a4c77b536;-5.5896;NULL;NULL;NULL;NULL;NULL;NULL;OpenLoop;0.2082;2026-03-20 12:55:52.6495;Controllers;9;30;OpenXR
NULL;Right;NULL;NULL;Baseline;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;None;anonymous;NULL;Trial Accepted;TaskEvent;724;8cbc3833-40dc-4c39-b91c-29081325b0ee;NULL;-0.0302;-0.0011;-0.0328;355.7332;356.1249;1.4984;NULL;NULL;NULL;NULL;-0.0539;0.0000;2.0000;NULL;NULL;-0.0531;-1.1051;-0.0312;0.0000;337.9799;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;-0.0039;-0.0704;0.5727;356.3944;357.9963;3.0212;-0.0062;-0.0680;0.5631;355.1638;357.9479;3.2267;1;NULL;NULL;836457c8-86a1-4cf3-8cdb-964a4c77b536;-5.3863;NULL;NULL;NULL;NULL;NULL;NULL;OpenLoop;0.2075;2026-03-20 12:55:52.8575;Controllers;10;30;OpenXR
NULL;Right;NULL;NULL;Baseline;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;None;anonymous;NULL;Trial Accepted;TaskEvent;738;8cbc3833-40dc-4c39-b91c-29081325b0ee;NULL;-0.0305;-0.0007;-0.0337;355.5223;356.0417;1.6053;NULL;NULL;NULL;NULL;-0.0458;0.0000;2.0000;NULL;NULL;-0.0531;-1.1051;-0.0312;0.0000;337.9799;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;-0.0039;-0.0703;0.5725;356.4241;358.3211;3.1021;-0.0022;-0.0705;0.5625;356.0075;358.6469;3.2751;1;NULL;NULL;836457c8-86a1-4cf3-8cdb-964a4c77b536;-4.5788;NULL;NULL;NULL;NULL;NULL;NULL;OpenLoop;0.1991;2026-03-20 12:55:53.0564;Controllers;11;30;OpenXR
NULL;Right;NULL;NULL;Baseline;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;None;anonymous;NULL;Trial Accepted;TaskEvent;750;8cbc3833-40dc-4c39-b91c-29081325b0ee;NULL;-0.0305;-0.0003;-0.0341;355.3344;355.9662;1.5795;NULL;NULL;NULL;NULL;-0.0450;0.0000;2.0000;NULL;NULL;-0.0531;-1.1051;-0.0312;0.0000;337.9799;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;-0.0036;-0.0700;0.5720;356.4237;358.3397;3.0611;-0.0008;-0.0684;0.5620;356.2461;358.7155;3.2162;1;NULL;NULL;836457c8-86a1-4cf3-8cdb-964a4c77b536;-4.4983;NULL;NULL;NULL;NULL;NULL;NULL;OpenLoop;0.1754;2026-03-20 12:55:53.2314;Controllers;12;30;OpenXR
NULL;Right;NULL;NULL;Baseline;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;None;anonymous;NULL;Trial Accepted;TaskEvent;764;8cbc3833-40dc-4c39-b91c-29081325b0ee;NULL;-0.0295;-0.0005;-0.0344;355.4041;356.0752;1.3901;NULL;NULL;NULL;NULL;-0.0435;0.0000;2.0000;NULL;NULL;-0.0531;-1.1051;-0.0312;0.0000;337.9799;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;-0.0036;-0.0689;0.5707;356.2184;358.4016;3.0251;-0.0058;-0.0654;0.5582;355.1108;358.1136;3.4075;1;NULL;NULL;836457c8-86a1-4cf3-8cdb-964a4c77b536;-4.3453;NULL;NULL;NULL;NULL;NULL;NULL;OpenLoop;0.2000;2026-03-20 12:55:53.4312;Controllers;13;30;OpenXR
NULL;Right;NULL;NULL;Baseline;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;None;anonymous;NULL;Trial Accepted;TaskEvent;778;8cbc3833-40dc-4c39-b91c-29081325b0ee;NULL;-0.0293;-0.0003;-0.0351;355.1947;356.0093;1.3936;NULL;NULL;NULL;NULL;-0.0436;0.0000;2.0000;NULL;NULL;-0.0531;-1.1051;-0.0312;0.0000;337.9799;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;-0.0039;-0.0683;0.5702;356.2665;358.4084;2.9146;-0.0038;-0.0667;0.5608;355.7329;358.3920;3.1547;1;NULL;NULL;836457c8-86a1-4cf3-8cdb-964a4c77b536;-4.3584;NULL;NULL;NULL;NULL;NULL;NULL;OpenLoop;0.1998;2026-03-20 12:55:53.6312;Controllers;14;30;OpenXR
NULL;Right;NULL;NULL;Baseline;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;None;anonymous;NULL;Trial Accepted;TaskEvent;791;8cbc3833-40dc-4c39-b91c-29081325b0ee;NULL;-0.0289;-0.0002;-0.0357;355.0689;356.0516;1.4315;NULL;NULL;NULL;NULL;-0.0444;0.0000;2.0000;NULL;NULL;-0.0531;-1.1051;-0.0312;0.0000;337.9799;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;-0.0038;-0.0682;0.5702;356.2856;358.3734;2.8930;-0.0033;-0.0689;0.5635;356.2430;358.0597;3.1089;1;NULL;NULL;836457c8-86a1-4cf3-8cdb-964a4c77b536;-4.4367;NULL;NULL;NULL;NULL;NULL;NULL;OpenLoop;0.1741;2026-03-20 12:55:53.8053;Controllers;15;30;OpenXR
NULL;Right;NULL;NULL;Baseline;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;None;anonymous;NULL;Trial Accepted;TaskEvent;806;8cbc3833-40dc-4c39-b91c-29081325b0ee;NULL;-0.0285;-0.0001;-0.0358;355.0219;356.1407;1.2780;NULL;NULL;NULL;NULL;-0.0485;0.0000;2.0000;NULL;NULL;-0.0531;-1.1051;-0.0312;0.0000;337.9799;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;-0.0038;-0.0680;0.5704;356.1073;358.2095;2.9368;-0.0033;-0.0660;0.5638;355.3529;358.3602;2.7099;1;NULL;NULL;836457c8-86a1-4cf3-8cdb-964a4c77b536;-4.8459;NULL;NULL;NULL;NULL;NULL;NULL;OpenLoop;0.2185;2026-03-20 12:55:54.0254;Controllers;16;30;OpenXR
NULL;Right;NULL;NULL;Baseline;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;None;anonymous;NULL;Trial Accepted;TaskEvent;817;8cbc3833-40dc-4c39-b91c-29081325b0ee;NULL;-0.0291;-0.0001;-0.0358;355.0395;356.0010;1.3732;NULL;NULL;NULL;NULL;-0.0449;0.0000;2.0000;NULL;NULL;-0.0531;-1.1051;-0.0312;0.0000;337.9799;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;-0.0036;-0.0676;0.5707;355.9663;358.3417;2.7498;-0.0030;-0.0656;0.5635;355.5020;358.0829;2.7637;1;NULL;NULL;836457c8-86a1-4cf3-8cdb-964a4c77b536;-4.4943;NULL;NULL;NULL;NULL;NULL;NULL;OpenLoop;0.1824;2026-03-20 12:55:54.2061;Controllers;17;30;OpenXR
NULL;Right;NULL;NULL;Baseline;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;None;anonymous;NULL;Trial Accepted;TaskEvent;829;8cbc3833-40dc-4c39-b91c-29081325b0ee;NULL;-0.0291;0.0000;-0.0357;354.9766;356.1526;1.3713;NULL;NULL;NULL;NULL;-0.0458;0.0000;2.0000;NULL;NULL;-0.0531;-1.1051;-0.0312;0.0000;337.9799;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;-0.0035;-0.0671;0.5710;356.0479;358.3047;2.6529;-0.0057;-0.0644;0.5643;355.7655;357.6649;2.7918;1;NULL;NULL;836457c8-86a1-4cf3-8cdb-964a4c77b536;-4.5824;NULL;NULL;NULL;NULL;NULL;NULL;OpenLoop;0.1834;2026-03-20 12:55:54.3905;Controllers;18;30;OpenXR
NULL;Right;NULL;NULL;Baseline;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;None;anonymous;NULL;Trial Accepted;TaskEvent;843;8cbc3833-40dc-4c39-b91c-29081325b0ee;NULL;-0.0294;-0.0001;-0.0360;354.9603;355.9629;1.4111;NULL;NULL;NULL;NULL;-0.0454;0.0000;2.0000;NULL;NULL;-0.0531;-1.1051;-0.0312;0.0000;337.9799;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;-0.0039;-0.0664;0.5713;355.9818;358.3349;2.7548;-0.0053;-0.0651;0.5628;355.6475;357.8123;3.0252;1;NULL;NULL;836457c8-86a1-4cf3-8cdb-964a4c77b536;-4.5440;NULL;NULL;NULL;NULL;NULL;NULL;OpenLoop;0.2088;2026-03-20 12:55:54.5991;Controllers;19;30;OpenXR
